Ensembl ID(supplied by Ensembl)	Ensembl gene ID	Approved symbol	Previous symbols	Synonyms
ENSG00000231728	ENSG00000231728	TMSB15B-AS1		
ENSG00000133687	ENSG00000133687	TMTC1		ARG99, OLF, FLJ31400, FLJ41625
ENSG00000179104	ENSG00000179104	TMTC2		DKFZp762A217
ENSG00000139324	ENSG00000139324	TMTC3		FLJ90492, SMILE
ENSG00000125247	ENSG00000125247	TMTC4		FLJ14624, FLJ22153
ENSG00000164897	ENSG00000164897	TMUB1	C7orf21	SB144
ENSG00000168591	ENSG00000168591	TMUB2		MGC3123
		TMVCF		
ENSG00000139921		TMX1	TXNDC, TXNDC1	TMX, PDIA11
ENSG00000213593	ENSG00000213593	TMX2	TXNDC14	PDIA12
ENSG00000254462	ENSG00000254462	TMX2-CTNND1		
ENSG00000213839	ENSG00000213839	TMX2P1		
ENSG00000166479		TMX3	TXNDC10	FLJ20793, KIAA1830, PDIA13
ENSG00000125827	ENSG00000125827	TMX4	TXNDC13	DJ971N18.2, KIAA1162, PDIA14
ENSG00000041982	ENSG00000041982	TNC	HXB, DFNA56	TN, MGC167029
ENSG00000232810	ENSG00000232810	TNF	TNFA	TNFSF2, DIF, TNF-alpha
		TNFA		
ENSG00000109079	ENSG00000109079	TNFAIP1	EDP1	B61, B12, MGC2317, BTBD34
ENSG00000185215		TNFAIP2		B94, EXOC3L3
ENSG00000118503	ENSG00000118503	TNFAIP3		A20, OTUD7C
		TNFAIP5		
ENSG00000123610	ENSG00000123610	TNFAIP6		TSG6, TSG-6
		TNFAIP7		
ENSG00000145779	ENSG00000145779	TNFAIP8		GG2-1, MDC-3.13, SCC-S2
ENSG00000185361		TNFAIP8L1		MGC17791
ENSG00000163154	ENSG00000163154	TNFAIP8L2		FLJ23467
ENSG00000183578		TNFAIP8L3		FLJ41287
		TNFB		
		TNFC		
		TNFR1		
		TNFR2		
ENSG00000067182	ENSG00000067182	TNFRSF1A	TNFR1	TNF-R, TNFAR, TNFR60, TNF-R-I, CD120a, TNF-R55
ENSG00000028137	ENSG00000028137	TNFRSF1B	TNFR2	TNFBR, TNFR80, TNF-R75, TNF-R-II, p75, CD120b
ENSG00000186827	ENSG00000186827	TNFRSF4	TXGP1L	ACT35, OX40, CD134
		TNFRSF5		
ENSG00000243509	ENSG00000243509	TNFRSF6B		DcR3, DCR3, TR6, M68
ENSG00000120949	ENSG00000120949	TNFRSF8	CD30, D1S166E	KI-1
ENSG00000049249	ENSG00000049249	TNFRSF9	ILA	CD137, 4-1BB
ENSG00000104689	ENSG00000104689	TNFRSF10A		DR4, Apo2, TRAILR-1, CD261, TRAILR1
ENSG00000253930	ENSG00000253930	TNFRSF10A-AS1		RP11-1149O23.2
ENSG00000120889	ENSG00000120889	TNFRSF10B		DR5, KILLER, TRICK2A, TRAIL-R2, TRICKB, CD262, TRAILR2
ENSG00000173535	ENSG00000173535	TNFRSF10C		DcR1, TRAILR3, LIT, TRID, CD263
ENSG00000173530	ENSG00000173530	TNFRSF10D		DcR2, TRUNDD, TRAILR4, CD264
ENSG00000141655	ENSG00000141655	TNFRSF11A	PDB2, LOH18CR1	RANK, CD265, FEO
ENSG00000164761	ENSG00000164761	TNFRSF11B	OPG	OCIF, TR1
ENSG00000006327	ENSG00000006327	TNFRSF12A		FN14, TweakR, CD266
		TNFRSF12L		DR3L
ENSG00000240505	ENSG00000240505	TNFRSF13B		TACI, CD267, IGAD2
ENSG00000159958	ENSG00000159958	TNFRSF13C		BAFFR, CD268
ENSG00000157873	ENSG00000157873	TNFRSF14		HVEM, ATAR, TR2, LIGHTR, HVEA, CD270
ENSG00000238164	ENSG00000238164	TNFRSF14-AS1		ENST00000416860.2
ENSG00000048462	ENSG00000048462	TNFRSF17	BCMA	BCM, CD269, TNFRSF13A
ENSG00000186891	ENSG00000186891	TNFRSF18		AITR, GITR, CD357
ENSG00000127863	ENSG00000127863	TNFRSF19		TAJ-alpha, TROY, TAJ, TRADE
ENSG00000146072	ENSG00000146072	TNFRSF21		DR6, CD358
ENSG00000215788	ENSG00000215788	TNFRSF25	TNFRSF12	DR3, TRAMP, WSL-1, LARD, WSL-LR, DDR3, TR3, APO-3
		TNFSF3L		
ENSG00000117586	ENSG00000117586	TNFSF4	TXGP1	OX-40L, gp34, CD252
		TNFSF5		
ENSG00000106952	ENSG00000106952	TNFSF8	CD30LG	CD153
ENSG00000125657	ENSG00000125657	TNFSF9		4-1BB-L, 4-1BBL
ENSG00000121858	ENSG00000121858	TNFSF10		TRAIL, Apo-2L, TL2, CD253
ENSG00000120659	ENSG00000120659	TNFSF11		TRANCE, RANKL, OPGL, ODF, CD254
ENSG00000239697	ENSG00000239697	TNFSF12		TWEAK, DR3LG, APO3L
ENSG00000248871	ENSG00000248871	TNFSF12-TNFSF13		TWE-PRIL
ENSG00000161955	ENSG00000161955	TNFSF13		APRIL, CD256
ENSG00000102524	ENSG00000102524	TNFSF13B	TNFSF20	BAFF, THANK, BLYS, TALL-1, TALL1, CD257
ENSG00000125735	ENSG00000125735	TNFSF14		LIGHT, LTg, HVEM-L, CD258
ENSG00000181634	ENSG00000181634	TNFSF15		TL1, VEGI, TL1A, VEGI192A, MGC129934, MGC129935
ENSG00000120337	ENSG00000120337	TNFSF18		AITRL, TL6, hGITRL
		TNFSF20		
ENSG00000154310	ENSG00000154310	TNIK		KIAA0551
ENSG00000145901	ENSG00000145901	TNIP1		NAF1, KIAA0113, ABIN-1, VAN
ENSG00000168884	ENSG00000168884	TNIP2		ABIN-2, MGC4289, KLIP, FLIP1
ENSG00000050730	ENSG00000050730	TNIP3		LIND, FLJ21162, ABIN-3
ENSG00000174292	ENSG00000174292	TNK1		
ENSG00000061938	ENSG00000061938	TNK2		p21cdc42Hs, ACK, ACK1
ENSG00000224614	ENSG00000224614	TNK2-AS1		
ENSG00000173273	ENSG00000173273	TNKS		TIN1, TINF1, TNKS1, PARP-5a, PARP5A, pART5
ENSG00000149115	ENSG00000149115	TNKS1BP1		TAB182, KIAA1741, FLJ45975
ENSG00000107854	ENSG00000107854	TNKS2		TNKL, TANK2, PARP-5b, PARP-5c, PARP5B, PARP5C, pART6
ENSG00000228701	ENSG00000228701	TNKS2-AS1		
		TNM		
ENSG00000000005	ENSG00000000005	TNMD		myodulin, ChM1L, tendin, TEM, BRICD4
ENSG00000120332	ENSG00000120332	TNN		
ENSG00000114854	ENSG00000114854	TNNC1	TNNC	
ENSG00000101470	ENSG00000101470	TNNC2		
ENSG00000159173	ENSG00000159173	TNNI1		
ENSG00000130598	ENSG00000130598	TNNI2	AMCD2B	FSSV, DA2B
	ENSG00000129991	TNNI3	CMD2A	TNNC1, CMH7
ENSG00000116783	ENSG00000116783	TNNI3K		CARK
ENSG00000105048	ENSG00000105048	TNNT1		ANM, STNT, TNT, TNTS, FLJ98147, MGC104241, NEM5
ENSG00000118194	ENSG00000118194	TNNT2	CMH2, CMD1D	CMPD2
ENSG00000130595	ENSG00000130595	TNNT3		AMCD2B, DA2B, FSSV, DKFZp779M2348
ENSG00000118245	ENSG00000118245	TNP1		
ENSG00000178279		TNP2		TP2
ENSG00000083312	ENSG00000083312	TNPO1	KPNB2	MIP, TRN, IPO2, MIP1
ENSG00000225423	ENSG00000225423	TNPO1P1		
ENSG00000230662	ENSG00000230662	TNPO1P2		
ENSG00000229586	ENSG00000229586	TNPO1P3		
ENSG00000105576		TNPO2		IPO3, KPNB2B, FLJ12155, TRN2
ENSG00000064419	ENSG00000064419	TNPO3	LGMD1F	TRN-SR, MTR10A, TRN-SR2, IPO12
ENSG00000116147	ENSG00000116147	TNR		
ENSG00000235628	ENSG00000235628	TNR-IT1		
		TNR1		
		TNRC3		CAGH3, GDN
ENSG00000090905	ENSG00000090905	TNRC6A	TNRC6	CAGH26, KIAA1460, GW182
ENSG00000100354	ENSG00000100354	TNRC6B		KIAA1093
ENSG00000078687	ENSG00000078687	TNRC6C		KIAA1582, FLJ20015
ENSG00000204282	ENSG00000204282	TNRC6C-AS1		lnc, TMC6
		TNRC7		CAG7A
		TNRC8	TNRC8	CAGH39
		TNRC10		CAGH44
		TNRC13		
		TNRC17		CAGL234
ENSG00000182095	ENSG00000182095	TNRC18		CAGL79, TNRC18A, KIAA1856
ENSG00000249661	ENSG00000249661	TNRC18P1		
ENSG00000223566	ENSG00000223566	TNRC18P2	TNRC18B	
ENSG00000189166	ENSG00000189166	TNRC18P3	TNRC18C	
		TNRC21	TNRC21	CAGL114
		TNRC22		
ENSG00000079308	ENSG00000079308	TNS1	TNS, MXRA6	DKFZp586K0617, PPP1R155
ENSG00000111077	ENSG00000111077	TNS2	TENC1	KIAA1075, C1-TEN
ENSG00000136205	ENSG00000136205	TNS3	TENS1	TEM6, H_NH0549I23.2, FLJ13732
ENSG00000131746	ENSG00000131746	TNS4		CTEN
		TNX		
ENSG00000248290	ENSG00000248290	TNXA	TNX	XA, D6S103E, HXBL
ENSG00000168477	ENSG00000168477	TNXB	TNXB1, TNXB2	TNXBS, XBS, XB
		TNXB1		
		TNXB2		
ENSG00000141232	ENSG00000141232	TOB1	TROB1	TOB, TROB, APRO5
ENSG00000229980	ENSG00000229980	TOB1-AS1		
ENSG00000183864	ENSG00000183864	TOB2	TROB2	TOBL, TOB4, bK223H9, APRO5
ENSG00000176933	ENSG00000176933	TOB2P1	TOB2P	TOB4p, p373c6.3
		TOC		TOCG
ENSG00000132773	ENSG00000132773	TOE1		hCaf1z
ENSG00000198718	ENSG00000198718	TOGARAM1	KIAA0423, FAM179B	Crescerin-1, crescerin
ENSG00000189350	ENSG00000189350	TOGARAM2	FAM179A	FLJ43249, LOC165186, Crescerin-2
ENSG00000078902	ENSG00000078902	TOLLIP		IL-1RAcPIP
ENSG00000255153	ENSG00000255153	TOLLIP-AS1		
ENSG00000100284	ENSG00000100284	TOM1		
ENSG00000141198	ENSG00000141198	TOM1L1		SRCASM
ENSG00000175662	ENSG00000175662	TOM1L2		
ENSG00000175768	ENSG00000175768	TOMM5	C9orf105	bA613M10.3, Tom5
ENSG00000214736	ENSG00000214736	TOMM6		OBTP, Tom6
ENSG00000196683	ENSG00000196683	TOMM7		Tom7
ENSG00000173726	ENSG00000173726	TOMM20		KIAA0016, TOM20, MOM19, MAS20
ENSG00000196860	ENSG00000196860	TOMM20L		UNQ9438
ENSG00000224829	ENSG00000224829	TOMM20P1		
ENSG00000255987	ENSG00000255987	TOMM20P2		
ENSG00000263935	ENSG00000263935	TOMM20P3		
ENSG00000230311	ENSG00000230311	TOMM20P4		
ENSG00000100216	ENSG00000100216	TOMM22		TOM22
ENSG00000237427	ENSG00000237427	TOMM22P1		
ENSG00000232195	ENSG00000232195	TOMM22P2		
ENSG00000227604	ENSG00000227604	TOMM22P3		
ENSG00000248396	ENSG00000248396	TOMM22P4		
ENSG00000225155	ENSG00000225155	TOMM22P5		
ENSG00000241874	ENSG00000241874	TOMM22P6		
ENSG00000025772	ENSG00000025772	TOMM34		TOM34, HTOM34P
ENSG00000130204	ENSG00000130204	TOMM40		PEREC1, D19S1177E, C19orf1, TOM40, PER-EC1
ENSG00000158882	ENSG00000158882	TOMM40L		FLJ12770, TOMM40B
ENSG00000154174	ENSG00000154174	TOMM70	TOMM70A	KIAA0719, Tom70
ENSG00000160949	ENSG00000160949	TONSL	NFKBIL2	IKBR
ENSG00000232600	ENSG00000232600	TONSL-AS1		
ENSG00000198900	ENSG00000198900	TOP1		
ENSG00000184428	ENSG00000184428	TOP1MT		
		TOP1P1		
		TOP1P2		
ENSG00000131747	ENSG00000131747	TOP2A	TOP2	
ENSG00000077097	ENSG00000077097	TOP2B		
		TOP3		
ENSG00000177302	ENSG00000177302	TOP3A	TOP3	ZGRF7
ENSG00000100038	ENSG00000100038	TOP3B		
ENSG00000228050	ENSG00000228050	TOP3BP1	TOP3B2	
ENSG00000173769	ENSG00000173769	TOPAZ1	C3orf77	FLJ36157
ENSG00000163781	ENSG00000163781	TOPBP1		KIAA0259, TOP2BP1, Dpb11
ENSG00000197579	ENSG00000197579	TOPORS	RP31	TP53BPL, LUN
ENSG00000242111	ENSG00000242111	TOPORSLP	TOPORSLP1	
ENSG00000136827	ENSG00000136827	TOR1A	DYT1	DQ2
ENSG00000143337	ENSG00000143337	TOR1AIP1		LAP1B, FLJ13142, LAP1, LAP1C
ENSG00000169905	ENSG00000169905	TOR1AIP2		LULL1, NET9, IFRG15
ENSG00000136816	ENSG00000136816	TOR1B		DQ1, MGC4386
ENSG00000160404	ENSG00000160404	TOR2A		FLJ14771, TORP1
ENSG00000186283	ENSG00000186283	TOR3A	ADIR	FLJ22345, ADIR2
ENSG00000198113	ENSG00000198113	TOR4A	C9orf167	FLJ20245
ENSG00000198846	ENSG00000198846	TOX		KIAA0808, TOX1
ENSG00000124191	ENSG00000124191	TOX2	C20orf100	dJ1108D11.2, GCX-1
ENSG00000103460		TOX3	TNRC9	CAGF9
ENSG00000092203	ENSG00000092203	TOX4	C14orf92, KIAA0737	LCP1
ENSG00000248697	ENSG00000248697	TOX4P1		
ENSG00000141510	ENSG00000141510	TP53		p53, LFS1
ENSG00000120471	ENSG00000120471	TP53AIP1		p53AIP1
ENSG00000067369	ENSG00000067369	TP53BP1		53BP1, p202, TDRD30
ENSG00000143514	ENSG00000143514	TP53BP2		PPP1R13A, ASPP2, 53BP2
		TP53BP2P1	PPP1R13AP	
		TP53COR1		linc-p21, lincRNA-p21, Trp53cor1
		TP53CP	TP53CP	p53CP
ENSG00000115129	ENSG00000115129	TP53I3		PIG3
ENSG00000175274		TP53I11		PIG11
ENSG00000167543		TP53I13		DSCP1
ENSG00000164938	ENSG00000164938	TP53INP1		DKFZp434M1317, FLJ22139, P53DINP1, SIP, TP53INP1A, TP53INP1B, Teap
ENSG00000078804	ENSG00000078804	TP53INP2	C20orf110	FLJ21759, FLJ23500, DKFZp434B2411, DKFZp434O0827, dJ1181N3.1, PINH, DOR
		TP53L	TP53L	NBP
ENSG00000172315	ENSG00000172315	TP53RK	C20orf64	dJ101A2.2, prpk, Nori-2p, BUD32, TPRKB
ENSG00000182165	ENSG00000182165	TP53TG1	TP53AP1	H_RG012D21.9, LINC00096
ENSG00000183632	ENSG00000183632	TP53TG3		P53TG3, TP53TG3A
ENSG00000261509	ENSG00000261509	TP53TG3B		
ENSG00000205457	ENSG00000205457	TP53TG3C		
ENSG00000205456	ENSG00000205456	TP53TG3D		
ENSG00000275034	ENSG00000275034	TP53TG3E		
ENSG00000278848	ENSG00000278848	TP53TG3F		
ENSG00000261274	ENSG00000261274	TP53TG3GP		
ENSG00000269622	ENSG00000269622	TP53TG3HP		
ENSG00000124251	ENSG00000124251	TP53TG5	C20orf10	CLG01, dJ453C12.5
ENSG00000073282	ENSG00000073282	TP63	TP73L, TP53L, TP53CP	p51, SHFM4, EEC3, p63, p73L, OFC8, KET, p73H, NBP, p53CP
ENSG00000078900	ENSG00000078900	TP73		P73
ENSG00000227372	ENSG00000227372	TP73-AS1	KIAA0495	PDAM
		TP73L	TP63, TP73L	KET, p73H, p51, SHFM4, EEC3, p63, p73L, OFC8
ENSG00000146242	ENSG00000146242	TPBG		5T4-AG, 5T4
ENSG00000261594	ENSG00000261594	TPBGL		
ENSG00000186815	ENSG00000186815	TPCN1		KIAA1169, FLJ20612, TPC1
ENSG00000162341	ENSG00000162341	TPCN2		TPC2
ENSG00000076554	ENSG00000076554	TPD52		D52, hD52, N8L
ENSG00000111907	ENSG00000111907	TPD52L1		D53, hD53
ENSG00000101150	ENSG00000101150	TPD52L2		D54, hD54
ENSG00000170777	ENSG00000170777	TPD52L3		NYD-SP25, D55
ENSG00000141933	ENSG00000141933	TPGS1	C19orf20	GTRGEO22, PGs1
ENSG00000134779	ENSG00000134779	TPGS2	C18orf10	DKFZP586M1523, HsT3006
ENSG00000129167	ENSG00000129167	TPH1	TPRH, TPH	
ENSG00000139287	ENSG00000139287	TPH2		NTPH, FLJ37295
ENSG00000111669	ENSG00000111669	TPI1		
ENSG00000226415	ENSG00000226415	TPI1P1		
ENSG00000230359	ENSG00000230359	TPI1P2		
ENSG00000186743	ENSG00000186743	TPI1P3		
ENSG00000225455	ENSG00000225455	TPI1P4		
ENSG00000196511	ENSG00000196511	TPK1		HTPK1, PP20
ENSG00000140416	ENSG00000140416	TPM1	C15orf13, CMH3	
ENSG00000259498	ENSG00000259498	TPM1-AS		TPM1-AS1
ENSG00000198467	ENSG00000198467	TPM2	AMCD1	DA1, NEM4
ENSG00000143549	ENSG00000143549	TPM3	NEM1	TRK
ENSG00000213050	ENSG00000213050	TPM3P1	TPM3L2	
ENSG00000214200	ENSG00000214200	TPM3P2	TPM5P	dJ1125A11.2
ENSG00000254195	ENSG00000254195	TPM3P3		
ENSG00000214869	ENSG00000214869	TPM3P4		
		TPM3P5		
ENSG00000250731	ENSG00000250731	TPM3P6		
ENSG00000187536	ENSG00000187536	TPM3P7		
ENSG00000183022	ENSG00000183022	TPM3P8		
ENSG00000241015	ENSG00000241015	TPM3P9		
ENSG00000167460	ENSG00000167460	TPM4		
ENSG00000232230	ENSG00000232230	TPM4P1		
ENSG00000137364	ENSG00000137364	TPMT		
ENSG00000267156	ENSG00000267156	TPMTP1		
ENSG00000234562	ENSG00000234562	TPMTP2		
ENSG00000232562	ENSG00000232562	TPMTP3		
ENSG00000223574	ENSG00000223574	TPMTP4		
ENSG00000115705	ENSG00000115705	TPO		TPX
ENSG00000166340	ENSG00000166340	TPP1	CLN2, SCAR7	
ENSG00000134900	ENSG00000134900	TPP2		TPPII
ENSG00000171368	ENSG00000171368	TPPP		p25alpha, TPPP1, p25, TPPP/p25
ENSG00000179636	ENSG00000179636	TPPP2	C14orf8	p25beta, p18, CT152
ENSG00000159713	ENSG00000159713	TPPP3		CGI-38, p25gamma, p20
ENSG00000047410	ENSG00000047410	TPR		
ENSG00000163870	ENSG00000163870	TPRA1	GPR175	TPRA40, FLJ32197, TMEM227
ENSG00000188001	ENSG00000188001	TPRG1	FAM79B	FLJ41238, FLJ43694
ENSG00000234076	ENSG00000234076	TPRG1-AS1		
ENSG00000230115	ENSG00000230115	TPRG1-AS2		
ENSG00000158109	ENSG00000158109	TPRG1L	FAM79A	RP11-46F15.3, FLJ21811
ENSG00000269097	ENSG00000269097	TPRG1LP1		
ENSG00000144034	ENSG00000144034	TPRKB		CGI-121, CGI121
ENSG00000231911	ENSG00000231911	TPRKBP1		
ENSG00000260452	ENSG00000260452	TPRKBP2		
ENSG00000176058	ENSG00000176058	TPRN	C9orf75, DFNB79	FLJ90254
ENSG00000178928	ENSG00000178928	TPRX1		FLJ40321
ENSG00000259021	ENSG00000259021	TPRX1P1		
ENSG00000259009	ENSG00000259009	TPRX2P		TPRX2P1
ENSG00000180438	ENSG00000180438	TPRXL		FLJ35107, TPRX3P
		TPS1		
		TPS2		
ENSG00000172236	ENSG00000172236	TPSAB1	TPSB1, TPS1, TPS2	
ENSG00000197253	ENSG00000197253	TPSB2		
ENSG00000095917	ENSG00000095917	TPSD1		
ENSG00000116176	ENSG00000116176	TPSG1		TMT, PRSS31
		TPSP1		
ENSG00000260284	ENSG00000260284	TPSP2		Mastin
		TPSP3		
ENSG00000169902	ENSG00000169902	TPST1		TANGO13A
ENSG00000128294	ENSG00000128294	TPST2		TANGO13B
ENSG00000260582	ENSG00000260582	TPST2P1		
ENSG00000133112	ENSG00000133112	TPT1		TCTP, fortilin
ENSG00000170919	ENSG00000170919	TPT1-AS1		
ENSG00000234107	ENSG00000234107	TPT1P1	TPT1P	
ENSG00000228111	ENSG00000228111	TPT1P2		
ENSG00000241899	ENSG00000241899	TPT1P3		
ENSG00000217027	ENSG00000217027	TPT1P4		
ENSG00000214108	ENSG00000214108	TPT1P5		
ENSG00000214460	ENSG00000214460	TPT1P6		
ENSG00000231328	ENSG00000231328	TPT1P7		
ENSG00000219491	ENSG00000219491	TPT1P8		FKSG2
ENSG00000234782	ENSG00000234782	TPT1P9		
ENSG00000180221	ENSG00000180221	TPT1P10		
ENSG00000239995	ENSG00000239995	TPT1P11		
ENSG00000256817	ENSG00000256817	TPT1P12		
ENSG00000213498	ENSG00000213498	TPT1P13		
ENSG00000235929	ENSG00000235929	TPT1P14		
ENSG00000274391	ENSG00000274391	TPTE		PTEN2, CT44
ENSG00000132958	ENSG00000132958	TPTE2		TPIP
ENSG00000253771	ENSG00000253771	TPTE2P1		
ENSG00000272281	ENSG00000272281	TPTE2P2		
	ENSG00000198384	TPTE2P3		
ENSG00000215506	ENSG00000215506	TPTE2P4		
ENSG00000168852	ENSG00000168852	TPTE2P5		
ENSG00000205822	ENSG00000205822	TPTE2P6		
ENSG00000100181	ENSG00000100181	TPTEP1		psiTPTE22
ENSG00000244627	ENSG00000244627	TPTEP2		Z98749.2
ENSG00000283900	ENSG00000283900	TPTEP2-CSNK1E		
ENSG00000088325	ENSG00000088325	TPX2	C20orf2, C20orf1	p100, DIL-2
		TR2		
		TR4		
		TRA	TCRA, TRA@	
		TRA-AGC1-1	TRNAA34	tRNA-Ala-AGC-1-1
		TRA-AGC2-1	TRNAA13	tRNA-Ala-AGC-2-1
		TRA-AGC2-2	TRNAA27	tRNA-Ala-AGC-2-2
		TRA-AGC3-1	TRNAA28	tRNA-Ala-AGC-3-1
		TRA-AGC4-1	TRNAA7	tRNA-Ala-AGC-4-1
		TRA-AGC5-1	TRNAA8	tRNA-Ala-AGC-5-1
		TRA-AGC6-1	TRNAA6	tRNA-Ala-AGC-6-1
		TRA-AGC7-1	TRNAA12	tRNA-Ala-AGC-7-1
		TRA-AGC8-1	TRNAA3	tRNA-Ala-AGC-8-1
		TRA-AGC8-2	TRNAA39	tRNA-Ala-AGC-8-2
		TRA-AGC9-1	TRNAA20	tRNA-Ala-AGC-9-1
		TRA-AGC9-2	TRNAA42	tRNA-Ala-AGC-9-2
		TRA-AGC10-1	TRNAA18	tRNA-Ala-AGC-10-1
		TRA-AGC11-1	TRNAA2	tRNA-Ala-AGC-11-1
		TRA-AGC12-1	TRNAA37	tRNA-Ala-AGC-12-1
		TRA-AGC12-2	TRNAA31	tRNA-Ala-AGC-12-2
		TRA-AGC12-3	TRNAA14	tRNA-Ala-AGC-12-3
		TRA-AGC13-1	TRNAA41	tRNA-Ala-AGC-13-1
		TRA-AGC13-2	TRNAA9	tRNA-Ala-AGC-13-2
		TRA-AGC13-3		tRNA-Ala-AGC-13-3
		TRA-AGC14-1	TRNAA36	tRNA-Ala-AGC-14-1
		TRA-AGC15-1	TRNAA17	tRNA-Ala-AGC-15-1
		TRA-AGC16-1	TRNAA30	tRNA-Ala-AGC-16-1
		TRA-AGC17-1	TRNAA35	tRNA-Ala-AGC-17-1
		TRA-AGC18-1	TRNAA33	tRNA-Ala-AGC-18-1
		TRA-AGC18-2	TRNAA22	tRNA-Ala-AGC-18-2
		TRA-AGC19-1	TRNAA24	tRNA-Ala-AGC-19-1
		TRA-AGC20-1	TRNAA16	tRNA-Ala-AGC-20-1
		TRA-AGC21-1	TRNAA21	tRNA-Ala-AGC-21-1
		TRA-AGC22-1	TRNAA43	tRNA-Ala-AGC-22-1
		TRA-AGC23-1	TRNAA44P	tRNA-Ala-AGC-23-1
		TRA-CGC1-1	TRNAA29	tRNA-Ala-CGC-1-1
		TRA-CGC2-1	TRNAA40	tRNA-Ala-CGC-2-1
		TRA-CGC3-1	TRNAA4	tRNA-Ala-CGC-3-1
		TRA-CGC4-1	TRNAA5	tRNA-Ala-CGC-4-1
		TRA-CGC5-1	TRNAA38	tRNA-Ala-CGC-5-1
		TRA-TGC1-1	TRNAA19	tRNA-Ala-TGC-1-1
		TRA-TGC2-1	TRNAA15	tRNA-Ala-TGC-2-1
		TRA-TGC3-1	TRNAA26, TRA-TGC3-2	tRNA-Ala-TGC-3-1
		TRA-TGC3-2	TRNAA23, TRA-TGC3-1	tRNA-Ala-TGC-3-2
		TRA-TGC4-1	TRNAA32	tRNA-Ala-TGC-4-1
		TRA-TGC5-1	TRNAA10	tRNA-Ala-TGC-5-1
		TRA-TGC6-1	TRNAA11	tRNA-Ala-TGC-6-1
		TRA-TGC7-1	TRAN, TRNAA1	tRNA-Ala-TGC-7-1
		TRA-TGC8-1	TRNAA25	tRNA-Ala-TGC-8-1
		TRA-TGC9-1	TRNAA46P	tRNA-Ala-TGC-9-1
		TRA-TGC10-1	TRNAA45P	tRNA-Ala-TGC-10-1
ENSG00000164548	ENSG00000164548	TRA2A		htra-2-alpha, tra2a, AWMS1
ENSG00000136527	ENSG00000136527	TRA2B	SFRS10	Htra2-beta, PPP1R156
ENSG00000170638	ENSG00000170638	TRABD		PP2447
ENSG00000186854	ENSG00000186854	TRABD2A	C2orf89	TIKI1
ENSG00000269113	ENSG00000269113	TRABD2B		TIKI2
ENSG00000277734	ENSG00000277734	TRAC		
ENSG00000102871	ENSG00000102871	TRADD		Hs.89862
ENSG00000056558	ENSG00000056558	TRAF1		EBI6
ENSG00000127191	ENSG00000127191	TRAF2		TRAP3, RNF117
ENSG00000131323	ENSG00000131323	TRAF3		CAP-1, CD40bp, CRAF1, LAP1, RNF118
ENSG00000204104	ENSG00000204104	TRAF3IP1		MIP-T3, DKFZP434F124, MIPT3, IFT54
ENSG00000056972	ENSG00000056972	TRAF3IP2	C6orf4, C6orf5, C6orf6, C6orf2	DKFZP586G0522, ACT1, CIKS
ENSG00000231889	ENSG00000231889	TRAF3IP2-AS1	TRAF3IP2-AS2, C6orf3, NCRNA00248	C6UAS
		TRAF3IP2-AS2	C6orf3, NCRNA00248	C6UAS
ENSG00000009790	ENSG00000009790	TRAF3IP3		T3JAM
ENSG00000076604	ENSG00000076604	TRAF4		CART1, MLN62, RNF83
ENSG00000082512	ENSG00000082512	TRAF5		RNF84
ENSG00000175104	ENSG00000175104	TRAF6		RNF85
ENSG00000226557	ENSG00000226557	TRAF6P1		
ENSG00000131653	ENSG00000131653	TRAF7	RFWD1	RNF119, DKFZp586I021, MGC7807
ENSG00000135148	ENSG00000135148	TRAFD1		FLN29
ENSG00000183763	ENSG00000183763	TRAIP		TRIP, RNF206
ENSG00000211888	ENSG00000211888	TRAJ1		
ENSG00000211887	ENSG00000211887	TRAJ2		
ENSG00000211886	ENSG00000211886	TRAJ3		
ENSG00000211885	ENSG00000211885	TRAJ4		
ENSG00000211884	ENSG00000211884	TRAJ5		
ENSG00000211883	ENSG00000211883	TRAJ6		
ENSG00000211882	ENSG00000211882	TRAJ7		
ENSG00000211881	ENSG00000211881	TRAJ8		
ENSG00000211880	ENSG00000211880	TRAJ9		
ENSG00000211879	ENSG00000211879	TRAJ10		
ENSG00000211878	ENSG00000211878	TRAJ11		
ENSG00000211877	ENSG00000211877	TRAJ12		
ENSG00000211876	ENSG00000211876	TRAJ13		
ENSG00000211875	ENSG00000211875	TRAJ14		
		TRAJ15		
ENSG00000211873	ENSG00000211873	TRAJ16		
ENSG00000211872	ENSG00000211872	TRAJ17		
ENSG00000211871	ENSG00000211871	TRAJ18		
ENSG00000211870	ENSG00000211870	TRAJ19		
ENSG00000211869	ENSG00000211869	TRAJ20		
ENSG00000211868	ENSG00000211868	TRAJ21		
ENSG00000211867	ENSG00000211867	TRAJ22		
ENSG00000211866	ENSG00000211866	TRAJ23		
ENSG00000211865	ENSG00000211865	TRAJ24		
ENSG00000211864	ENSG00000211864	TRAJ25		
ENSG00000211863	ENSG00000211863	TRAJ26		
ENSG00000211862	ENSG00000211862	TRAJ27		
ENSG00000211861	ENSG00000211861	TRAJ28		
ENSG00000211860	ENSG00000211860	TRAJ29		
ENSG00000211859	ENSG00000211859	TRAJ30		
ENSG00000211858	ENSG00000211858	TRAJ31		
ENSG00000211857	ENSG00000211857	TRAJ32		
ENSG00000211856	ENSG00000211856	TRAJ33		
ENSG00000211855	ENSG00000211855	TRAJ34		
