Ensembl ID(supplied by Ensembl)	Ensembl gene ID	Approved symbol	Previous symbols	Synonyms
ENSG00000283768	ENSG00000283768	MIR1178	MIRN1178	hsa-mir-1178
ENSG00000221630	ENSG00000221630	MIR1179	MIRN1179	hsa-mir-1179
ENSG00000221540	ENSG00000221540	MIR1180	MIRN1180	hsa-mir-1180
ENSG00000284268	ENSG00000284268	MIR1181	MIRN1181	hsa-mir-1181
ENSG00000283799	ENSG00000283799	MIR1182	MIRN1182	hsa-mir-1182
ENSG00000221783	ENSG00000221783	MIR1183	MIRN1183	hsa-mir-1183
ENSG00000221533	ENSG00000221533	MIR1184-1	MIRN1184, MIR1184	hsa-mir-1184
ENSG00000221190		MIR1184-2		hsa-mir-1184-2
ENSG00000221603		MIR1184-3		hsa-mir-1184-3
ENSG00000221525	ENSG00000221525	MIR1185-1	MIRN1185-1	hsa-mir-1185-1
ENSG00000221614	ENSG00000221614	MIR1185-2	MIRN1185-2	hsa-mir-1185-2
ENSG00000221036	ENSG00000221036	MIR1193		hsa-mir-1193
ENSG00000221745	ENSG00000221745	MIR1197	MIRN1197	hsa-mir-1197
ENSG00000284081		MIR1199		hsa-mir-1199
ENSG00000221325	ENSG00000221325	MIR1200	MIRN1200	hsa-mir-1200
		MIR1201	MIRN1201	hsa-mir-1201
ENSG00000221456	ENSG00000221456	MIR1202	MIRN1202	hsa-mir-1202
ENSG00000221739	ENSG00000221739	MIR1203	MIRN1203	hsa-mir-1203
ENSG00000283710	ENSG00000283710	MIR1204		hsa-mir-1204
ENSG00000221771	ENSG00000221771	MIR1205	MIRN1205	hsa-mir-1205
ENSG00000283200		MIR1206	MIRN1206	hsa-mir-1206
ENSG00000221176	ENSG00000221176	MIR1207	MIRN1207	hsa-mir-1207
ENSG00000221261	ENSG00000221261	MIR1208	MIRN1208	hsa-mir-1208
ENSG00000221120	ENSG00000221120	MIR1224	MIRN1224	hsa-mir-1224
ENSG00000221656	ENSG00000221656	MIR1225	MIRN1225	hsa-mir-1225
ENSG00000221585	ENSG00000221585	MIR1226	MIRN1226	hsa-mir-1226
ENSG00000221411	ENSG00000221411	MIR1227	MIRN1227	hsa-mir-1227
ENSG00000221365	ENSG00000221365	MIR1228	MIRN1228	hsa-mir-1228
ENSG00000221394	ENSG00000221394	MIR1229	MIRN1229	hsa-mir-1229
ENSG00000221028	ENSG00000221028	MIR1231	MIRN1231	hsa-mir-1231
ENSG00000221649	ENSG00000221649	MIR1233-1	MIRN1233, MIR1233	hsa-mir-1233
ENSG00000221065	ENSG00000221065	MIR1233-2		hsa-mir-1233-2
ENSG00000284139		MIR1234	MIRN1234	hsa-mir-1234
ENSG00000284446	ENSG00000284446	MIR1236	MIRN1236	hsa-mir-1236
ENSG00000221273	ENSG00000221273	MIR1237	MIRN1237	hsa-mir-1237
ENSG00000221410	ENSG00000221410	MIR1238	MIRN1238	hsa-mir-1238
ENSG00000283193		MIR1243	MIRN1243	hsa-mir-1243
ENSG00000284378		MIR1244-1	MIRN1244, MIR1244	hsa-mir-1244
ENSG00000283498		MIR1244-2		hsa-mir-1244-2
ENSG00000283429		MIR1244-3		hsa-mir-1244-3
ENSG00000283475		MIR1244-4		
ENSG00000221502	ENSG00000221502	MIR1245A	MIRN1245, MIR1245	hsa-mir-1245
ENSG00000283238		MIR1245B		hsa-mir-1245b
ENSG00000283203		MIR1246	MIRN1246	hsa-mir-1246
ENSG00000283857	ENSG00000283857	MIR1247	MIRN1247	hsa-mir-1247
ENSG00000283958		MIR1248	MIRN1248	hsa-mir-1248
ENSG00000221598	ENSG00000221598	MIR1249	MIRN1249	hsa-mir-1249
ENSG00000221025	ENSG00000221025	MIR1250	MIRN1250	hsa-mir-1250
ENSG00000221479	ENSG00000221479	MIR1251	MIRN1251	hsa-mir-1251
ENSG00000221788	ENSG00000221788	MIR1252	MIRN1252	hsa-mir-1252
ENSG00000221200	ENSG00000221200	MIR1253	MIRN1253	hsa-mir-1253
		MIR1254-1	MIRN1254, MIR1254	hsa-mir-1254
		MIR1254-2		hsa-mir-1254-2
ENSG00000221265	ENSG00000221265	MIR1255A	MIRN1255A	hsa-mir-1255a
ENSG00000283207		MIR1255B1	MIRN1255B1	hsa-mir-1255b-1
ENSG00000221545	ENSG00000221545	MIR1255B2	MIRN1255B2	hsa-mir-1255b-2
ENSG00000221808	ENSG00000221808	MIR1256	MIRN1256	hsa-mir-1256
ENSG00000284193	ENSG00000284193	MIR1257	MIRN1257	hsa-mir-1257
ENSG00000221240	ENSG00000221240	MIR1258	MIRN1258	hsa-mir-1258
		MIR1259	MIRN1259	hsa-mir-1259
ENSG00000221754	ENSG00000221754	MIR1260A	MIRN1260, MIR1260	hsa-mir-1260
ENSG00000266192		MIR1260B		hsa-mir-1260b
ENSG00000221586	ENSG00000221586	MIR1261	MIRN1261	hsa-mir-1261
ENSG00000221203	ENSG00000221203	MIR1262	MIRN1262	hsa-mir-1262
ENSG00000221251	ENSG00000221251	MIR1263	MIRN1263	hsa-mir-1263
ENSG00000276158		MIR1264	MIRN1264	hsa-mir-1264
ENSG00000221371	ENSG00000221371	MIR1265	MIRN1265	hsa-mir-1265
ENSG00000221052	ENSG00000221052	MIR1266	MIRN1266	hsa-mir-1266
ENSG00000221650	ENSG00000221650	MIR1267	MIRN1267	hsa-mir-1267
ENSG00000221641	ENSG00000221641	MIR1268A	MIRN1268, MIR1268	hsa-mir-1268
ENSG00000265561		MIR1268B		hsa-mir-1268b
ENSG00000221563	ENSG00000221563	MIR1269A	MIRN1269, MIR1269	hsa-mir-1269
ENSG00000265503		MIR1269B		hsa-mir-1269b
ENSG00000238517	ENSG00000238517	MIR1270	MIRN1270, MIR1270-2, MIR1270-1	hsa-mir-1270, hsa-mir-1270-2
		MIR1270-2		hsa-mir-1270-2
ENSG00000221464	ENSG00000221464	MIR1271	MIRN1271	hsa-mir-1271
ENSG00000221033	ENSG00000221033	MIR1272	MIRN1272	hsa-mir-1272
		MIR1273A	MIRN1273, MIR1273	hsa-mir-1273
ENSG00000264814		MIR1273C		hsa-mir-1273c
		MIR1273D		hsa-mir-1273d
		MIR1273E		
		MIR1273F		hsa-mir-1273f
		MIR1273G		hsa-mir-1273g
ENSG00000274466		MIR1273H		hsa-mir-1273h
		MIR1274A	MIRN1274A	hsa-mir-1274a
		MIR1274B	MIRN1274B	hsa-mir-1274b
ENSG00000221697	ENSG00000221697	MIR1275	MIRN1275	hsa-mir-1275
ENSG00000221634	ENSG00000221634	MIR1276	MIRN1276	hsa-mir-1276
ENSG00000221463	ENSG00000221463	MIR1277	MIRN1277	hsa-mir-1277
ENSG00000221680	ENSG00000221680	MIR1278	MIRN1278	hsa-mir-1278
ENSG00000283476		MIR1279	MIRN1279	hsa-mir-1279
		MIR1280	MIRN1280	hsa-mir-1280
ENSG00000284015	ENSG00000284015	MIR1281	MIRN1281	hsa-mir-1281
ENSG00000221792	ENSG00000221792	MIR1282	MIRN1282	hsa-mir-1282
ENSG00000221421	ENSG00000221421	MIR1283-1	MIRN1283-1	hsa-mir-1283-1
ENSG00000221548	ENSG00000221548	MIR1283-2	MIRN1283-2	hsa-mir-1283-2
ENSG00000221264	ENSG00000221264	MIR1284	MIRN1284	hsa-mir-1284
ENSG00000221520	ENSG00000221520	MIR1285-1	MIRN1285-1	hsa-mir-1285-1
ENSG00000221238	ENSG00000221238	MIR1285-2	MIRN1285-2	hsa-mir-1285-2
ENSG00000221039	ENSG00000221039	MIR1286	MIRN1286	hsa-mir-1286
ENSG00000284415	ENSG00000284415	MIR1287	MIRN1287	hsa-mir-1287
ENSG00000221355	ENSG00000221355	MIR1288	MIRN1288	hsa-mir-1288
ENSG00000221763	ENSG00000221763	MIR1289-1	MIRN1289-1	hsa-mir-1289-1
ENSG00000221287	ENSG00000221287	MIR1289-2	MIRN1289-2	hsa-mir-1289-2
ENSG00000221662	ENSG00000221662	MIR1290	MIRN1290	hsa-mir-1290
ENSG00000281842		MIR1291	MIRN1291	hsa-mir-1291
ENSG00000284481	ENSG00000284481	MIR1292	MIRN1292	hsa-mir-1292
ENSG00000221604	ENSG00000221604	MIR1293	MIRN1293	hsa-mir-1293
ENSG00000221430	ENSG00000221430	MIR1294	MIRN1294	hsa-mir-1294
ENSG00000221390	ENSG00000221390	MIR1295A	MIRN1295, MIR1295	hsa-mir-1295
ENSG00000283598		MIR1295B		hsa-mir-1295b
ENSG00000221063	ENSG00000221063	MIR1296	MIRN1296	hsa-mir-1296
ENSG00000283126		MIR1297	MIRN1297	hsa-mir-1297
ENSG00000221710	ENSG00000221710	MIR1298	MIRN1298	hsa-mir-1298
ENSG00000275377	ENSG00000275377	MIR1299	MIRN1299	hsa-mir-1299
		MIR1300	MIRN1300	hsa-mir-1300
ENSG00000221445	ENSG00000221445	MIR1301	MIRN1301	hsa-mir-1301
ENSG00000283507		MIR1302-1	MIRN1302-1	hsa-mir-1302-1
ENSG00000284332	ENSG00000284332	MIR1302-2	MIRN1302-2	hsa-mir-1302-2
ENSG00000243485	ENSG00000243485	MIR1302-2HG		
ENSG00000221055	ENSG00000221055	MIR1302-3	MIRN1302-3	hsa-mir-1302-3
ENSG00000221628	ENSG00000221628	MIR1302-4	MIRN1302-4	hsa-mir-1302-4
ENSG00000221091	ENSG00000221091	MIR1302-5	MIRN1302-5	hsa-mir-1302-5
ENSG00000221393	ENSG00000221393	MIR1302-6	MIRN1302-6	hsa-mir-1302-6
ENSG00000221768		MIR1302-7	MIRN1302-7	hsa-mir-1302-7
ENSG00000221269	ENSG00000221269	MIR1302-8	MIRN1302-8	hsa-mir-1302-8
ENSG00000283921		MIR1302-9		hsa-mir-1302-9
ENSG00000284557		MIR1302-10		hsa-mir-1302-10
ENSG00000283801		MIR1302-11		hsa-mir-1302-11
ENSG00000221552	ENSG00000221552	MIR1303	MIRN1303	hsa-mir-1303
ENSG00000284458	ENSG00000284458	MIR1304	MIRN1304	hsa-mir-1304
ENSG00000221227	ENSG00000221227	MIR1305	MIRN1305	hsa-mir-1305
ENSG00000284464	ENSG00000284464	MIR1306	MIRN1306	hsa-mir-1306
ENSG00000283867	ENSG00000283867	MIR1307	MIRN1307	hsa-mir-1307
		MIR1308	MIRN1308	hsa-mir-1308
ENSG00000283435		MIR1321	MIRN1321	hsa-mir-1321
ENSG00000283210		MIR1322	MIRN1322	hsa-mir-1322
ENSG00000221017	ENSG00000221017	MIR1323	MIRN1323	hsa-mir-1323
ENSG00000283894	ENSG00000283894	MIR1324	MIRN1324	hsa-mir-1324
ENSG00000251862		MIR1343		hsa-mir-1343
ENSG00000222532	ENSG00000222532	MIR1468	MIRN1468	hsa-mir-1468
ENSG00000283888	ENSG00000283888	MIR1469	MIRN1469	hsa-mir-1469
ENSG00000269782	ENSG00000269782	MIR1470	MIRN1470	hsa-mir-1470
ENSG00000222246	ENSG00000222246	MIR1471	MIRN1471	hsa-mir-1471
ENSG00000222831	ENSG00000222831	MIR1537	MIRN1537	hsa-mir-1537
ENSG00000223109	ENSG00000223109	MIR1538	MIRN1538	hsa-mir-1538
ENSG00000284239		MIR1539	MIRN1539	hsa-mir-1539
ENSG00000263972	ENSG00000263972	MIR1587		hsa-mir-1587
ENSG00000284125	ENSG00000284125	MIR1825	MIRN1825	hsa-mir-1825
		MIR1826	MIRN1826	hsa-mir-1826
ENSG00000221476		MIR1827	MIRN1827	hsa-mir-1827
		MIR1843		hsa-mir-1843
ENSG00000284416	ENSG00000284416	MIR1908	MIRN1908	hsa-mir-1908
ENSG00000284216	ENSG00000284216	MIR1909	MIRN1909	hsa-mir-1909
ENSG00000283416		MIR1910	MIRN1910	hsa-mir-1910
ENSG00000222715	ENSG00000222715	MIR1911	MIRN1911	hsa-mir-1911
ENSG00000222321	ENSG00000222321	MIR1912	MIRN1912	hsa-mir-1912
ENSG00000222958	ENSG00000222958	MIR1913	MIRN1913	hsa-mir-1913
ENSG00000284433	ENSG00000284433	MIR1914	MIRN1914	hsa-mir-1914
ENSG00000222071	ENSG00000222071	MIR1915	MIRN1915	hsa-mir-1915
ENSG00000204682	ENSG00000204682	MIR1915HG	C10orf114, CASC10	bA418C1.3
ENSG00000238728	ENSG00000238728	MIR1972-1	MIR1972	hsa-mir-1972
ENSG00000239118		MIR1972-2		hsa-mir-1972-2
ENSG00000284253		MIR1973		hsa-mir-1973
		MIR1974		hsa-mir-1974
		MIR1975		hsa-mir-1975
ENSG00000238705	ENSG00000238705	MIR1976		hsa-mir-1976
		MIR1977		hsa-mir-1977
		MIR1978		hsa-mir-1978
		MIR1979		hsa-mir-1979
ENSG00000283188		MIR2052		hsa-mir-2052
ENSG00000254349	ENSG00000254349	MIR2052HG		
ENSG00000238399	ENSG00000238399	MIR2053		hsa-mir-2053
ENSG00000283550		MIR2054		hsa-mir-2054
ENSG00000284442	ENSG00000284442	MIR2110		hsa-mir-2110
ENSG00000238367	ENSG00000238367	MIR2113		hsa-mir-2113
ENSG00000252454	ENSG00000252454	MIR2114		hsa-mir-2114
ENSG00000252466	ENSG00000252466	MIR2115		hsa-mir-2115
ENSG00000253030	ENSG00000253030	MIR2116		hsa-mir-2116
ENSG00000284344	ENSG00000284344	MIR2117		hsa-mir-2117
ENSG00000267151	ENSG00000267151	MIR2117HG		
ENSG00000252695	ENSG00000252695	MIR2276		hsa-mir-2276
ENSG00000284336	ENSG00000284336	MIR2277		hsa-mir-2277
ENSG00000252153	ENSG00000252153	MIR2278		hsa-mir-2278
ENSG00000253008	ENSG00000253008	MIR2355		hsa-mir-2355
ENSG00000266461		MIR2392		hsa-mir-2392
ENSG00000264292		MIR2467		hsa-mir-2467
ENSG00000265164		MIR2681		hsa-mir-2681
ENSG00000284247		MIR2682		hsa-mir-2682
ENSG00000284547		MIR2861		hsa-mir-2861
ENSG00000276326		MIR2909		hsa-mir-2909
		MIR3059		hsa-mir-3059
ENSG00000284564	ENSG00000284564	MIR3064		hsa-mir-3064
ENSG00000211563		MIR3065		hsa-mir-3065
ENSG00000207617	ENSG00000207617	MIR3074		hsa-mir-3074
		MIR3085		hsa-mir-3085
ENSG00000263793		MIR3115		hsa-mir-3115
ENSG00000263908		MIR3116-1		hsa-mir-3116-1
ENSG00000283690		MIR3116-2		hsa-mir-3116-2
ENSG00000264720		MIR3117		hsa-mir-3117
ENSG00000266299		MIR3118-1		hsa-mir-3118-1
ENSG00000265322		MIR3118-2		hsa-mir-3118-2
ENSG00000277243		MIR3118-3		hsa-mir-3118-3
ENSG00000265793		MIR3118-4		hsa-mir-3118-4
		MIR3118-5		hsa-mir-3118-5
		MIR3118-6		hsa-mir-3118-6
ENSG00000283340	ENSG00000283340	MIR3119-1		hsa-mir-3119-1
ENSG00000263390	ENSG00000263390	MIR3119-2		hsa-mir-3119-2
ENSG00000283152		MIR3120		hsa-mir-3120
ENSG00000265435		MIR3121		hsa-mir-3121
ENSG00000264358		MIR3122		hsa-mir-3122
ENSG00000265831		MIR3123		hsa-mir-3123
ENSG00000264500		MIR3124		hsa-mir-3124
ENSG00000264370		MIR3125		hsa-mir-3125
ENSG00000266649		MIR3126		hsa-mir-3126
ENSG00000264157		MIR3127		hsa-mir-3127
ENSG00000265396		MIR3128		hsa-mir-3128
ENSG00000264725		MIR3129		hsa-mir-3129
ENSG00000283469	ENSG00000283469	MIR3130-1	MIR3130-3	hsa-mir-3130-1, hsa-mir-3130-3
ENSG00000263468	ENSG00000263468	MIR3130-2	MIR3130-4	hsa-mir-3130-2, hsa-mir-3130-4
		MIR3130-3		hsa-mir-3130-3
		MIR3130-4		hsa-mir-3130-4
ENSG00000264755		MIR3131		hsa-mir-3131
ENSG00000265252		MIR3132		hsa-mir-3132
ENSG00000263752		MIR3133		hsa-mir-3133
ENSG00000264354		MIR3134		hsa-mir-3134
ENSG00000266745		MIR3135A	MIR3135	hsa-mir-3135
ENSG00000263649		MIR3135B		hsa-mir-3135b
ENSG00000265355		MIR3136		hsa-mir-3136
ENSG00000265333		MIR3137		hsa-mir-3137
ENSG00000264931		MIR3138		hsa-mir-3138
ENSG00000265623		MIR3139		hsa-mir-3139
ENSG00000264678		MIR3140		hsa-mir-3140
ENSG00000264760		MIR3141		hsa-mir-3141
ENSG00000265237	ENSG00000265237	MIR3142		hsa-mir-3142
ENSG00000253522	ENSG00000253522	MIR3142HG		
ENSG00000265565		MIR3143		hsa-mir-3143
ENSG00000265725		MIR3144		hsa-mir-3144
ENSG00000266555		MIR3145		hsa-mir-3145
ENSG00000265932		MIR3146		hsa-mir-3146
ENSG00000266168		MIR3147		hsa-mir-3147
ENSG00000264788		MIR3148		hsa-mir-3148
ENSG00000266712		MIR3149		hsa-mir-3149
ENSG00000283522		MIR3150A	MIR3150	hsa-mir-3150, hsa-mir-3150a
ENSG00000284147	ENSG00000284147	MIR3150B		hsa-mir-3150b
ENSG00000245080	ENSG00000245080	MIR3150BHG		
ENSG00000265657		MIR3151		hsa-mir-3151
ENSG00000264638		MIR3152		hsa-mir-3152
ENSG00000265112		MIR3153		hsa-mir-3153
ENSG00000264823		MIR3154		hsa-mir-3154
ENSG00000263628		MIR3155A	MIR3155	hsa-mir-3155
ENSG00000283634		MIR3155B		hsa-mir-3155b
ENSG00000263476		MIR3156-1		hsa-mir-3156-1
ENSG00000265499		MIR3156-2		hsa-mir-3156-2
ENSG00000266211		MIR3156-3		hsa-mir-3156-3
ENSG00000266407		MIR3157		hsa-mir-3157
ENSG00000263436	ENSG00000263436	MIR3158-1		hsa-mir-3158-1
ENSG00000283558	ENSG00000283558	MIR3158-2		hsa-mir-3158-2
ENSG00000264603		MIR3159		hsa-mir-3159
ENSG00000265014		MIR3160-1		hsa-mir-3160-1
ENSG00000283497		MIR3160-2		hsa-mir-3160-2
ENSG00000263693		MIR3161		hsa-mir-3161
ENSG00000264559		MIR3162		hsa-mir-3162
ENSG00000266423		MIR3163		hsa-mir-3163
ENSG00000265539		MIR3164		hsa-mir-3164
ENSG00000263742		MIR3165		hsa-mir-3165
ENSG00000266581		MIR3166		hsa-mir-3166
ENSG00000266215		MIR3167		hsa-mir-3167
ENSG00000264226		MIR3168		hsa-mir-3168
ENSG00000266663		MIR3169		hsa-mir-3169
ENSG00000263399		MIR3170		hsa-mir-3170
ENSG00000264657	ENSG00000264657	MIR3171		hsa-mir-3171
		MIR3172		hsa-mir-3172
ENSG00000264607	ENSG00000264607	MIR3173		hsa-mir-3173
ENSG00000265871		MIR3174		hsa-mir-3174
ENSG00000284324		MIR3175		hsa-mir-3175
ENSG00000266235		MIR3176		hsa-mir-3176
ENSG00000265820		MIR3177		hsa-mir-3177
ENSG00000266232		MIR3178		hsa-mir-3178
ENSG00000284305		MIR3179-1		hsa-mir-3179-1
ENSG00000257381	ENSG00000257381	MIR3179-2		hsa-mir-3179-2
ENSG00000266454	ENSG00000266454	MIR3179-3		hsa-mir-3179-3
ENSG00000277014	ENSG00000277014	MIR3179-4		
ENSG00000265537		MIR3180-1		hsa-mir-3180-1
ENSG00000265373		MIR3180-2		hsa-mir-3180-2
ENSG00000266291		MIR3180-3		hsa-mir-3180-3
ENSG00000264115		MIR3180-4		hsa-mir-3180-4
ENSG00000264397		MIR3180-5		hsa-mir-3180-5
ENSG00000264947		MIR3181		hsa-mir-3181
ENSG00000263785		MIR3182		hsa-mir-3182
ENSG00000264429		MIR3183		hsa-mir-3183
ENSG00000284399		MIR3184		hsa-mir-3184
ENSG00000263602		MIR3185		hsa-mir-3185
ENSG00000266189		MIR3186		hsa-mir-3186
ENSG00000263414		MIR3187		hsa-mir-3187
ENSG00000267959		MIR3188		hsa-mir-3188
ENSG00000264175		MIR3189		hsa-mir-3189
ENSG00000265134		MIR3190		hsa-mir-3190
ENSG00000284411		MIR3191		hsa-mir-3191
ENSG00000265137		MIR3192		hsa-mir-3192
ENSG00000264395		MIR3193		hsa-mir-3193
ENSG00000266761		MIR3194		hsa-mir-3194
ENSG00000265306		MIR3195		hsa-mir-3195
ENSG00000266463		MIR3196		hsa-mir-3196
ENSG00000263681		MIR3197		hsa-mir-3197
ENSG00000264757		MIR3198-1	MIR3198	hsa-mir-3198-1
ENSG00000283803		MIR3198-2		hsa-mir-3198-2
ENSG00000264073		MIR3199-1		hsa-mir-3199-1
ENSG00000283225		MIR3199-2		hsa-mir-3199-2
ENSG00000264661		MIR3200		hsa-mir-3200
ENSG00000266508		MIR3201		hsa-mir-3201
ENSG00000265176		MIR3202-1		hsa-mir-3202-1
ENSG00000283694		MIR3202-2		hsa-mir-3202-2
ENSG00000283484		MIR3529		hsa-mir-3529
ENSG00000207778		MIR3591		hsa-mir-3591, hsa-mir-122b
ENSG00000284154		MIR3605		hsa-mir-3605
ENSG00000284180		MIR3606		hsa-mir-3606
		MIR3607		hsa-mir-3607
ENSG00000266019	ENSG00000266019	MIR3609		hsa-mir-3609
ENSG00000283956		MIR3610		hsa-mir-3610
ENSG00000266228		MIR3611		hsa-mir-3611
ENSG00000265635		MIR3612		hsa-mir-3612
ENSG00000264864		MIR3613		hsa-mir-3613
ENSG00000284542		MIR3614		hsa-mir-3614
ENSG00000284186		MIR3615		hsa-mir-3615
ENSG00000264901		MIR3616		hsa-mir-3616
ENSG00000266071		MIR3617		hsa-mir-3617
ENSG00000284140		MIR3618		hsa-mir-3618
ENSG00000266533		MIR3619		hsa-mir-3619
ENSG00000284163		MIR3620		hsa-mir-3620
ENSG00000263697		MIR3621		hsa-mir-3621
ENSG00000284351		MIR3622A		hsa-mir-3622a
ENSG00000265075		MIR3622B		hsa-mir-3622b
ENSG00000266151		MIR3646		hsa-mir-3646
		MIR3647		hsa-mir-3647
ENSG00000275708		MIR3648-1	MIR3648	hsa-mir-3648
ENSG00000264462		MIR3648-2		
ENSG00000266043		MIR3649		hsa-mir-3649
ENSG00000265304		MIR3650		hsa-mir-3650
ENSG00000281156		MIR3651		hsa-mir-3651
ENSG00000284503		MIR3652		hsa-mir-3652
		MIR3653		hsa-mir-3653
ENSG00000284135		MIR3654		hsa-mir-3654
ENSG00000284325		MIR3655		hsa-mir-3655
		MIR3656		hsa-mir-3656
ENSG00000266370		MIR3657		hsa-mir-3657
ENSG00000283936		MIR3658		hsa-mir-3658
ENSG00000265596		MIR3659		hsa-mir-3659
	ENSG00000224592	MIR3659HG		
ENSG00000264342		MIR3660		hsa-mir-3660
ENSG00000266751		MIR3661		hsa-mir-3661
ENSG00000283409		MIR3662		hsa-mir-3662
ENSG00000266782	ENSG00000266782	MIR3663		hsa-mir-3663
ENSG00000234474	ENSG00000234474	MIR3663HG		
ENSG00000263744		MIR3664		hsa-mir-3664
ENSG00000266325		MIR3665		hsa-mir-3665
ENSG00000272230		MIR3666		hsa-mir-3666
ENSG00000264139		MIR3667		hsa-mir-3667
ENSG00000263514		MIR3668		hsa-mir-3668
		MIR3669		hsa-mir-3669
ENSG00000263918	ENSG00000263918	MIR3670-1	MIR3670	hsa-mir-3670
ENSG00000264722	ENSG00000264722	MIR3670-2		hsa-mir-3670-2
ENSG00000265776		MIR3670-3		
ENSG00000274025		MIR3670-4		
ENSG00000265996		MIR3671		hsa-mir-3671
ENSG00000265456		MIR3672		hsa-mir-3672
		MIR3673		hsa-mir-3673
ENSG00000283858		MIR3674		hsa-mir-3674
ENSG00000263811		MIR3675		hsa-mir-3675
		MIR3676		hsa-mir-3676
ENSG00000266643		MIR3677		hsa-mir-3677
ENSG00000264511		MIR3678		hsa-mir-3678
ENSG00000263813		MIR3679		hsa-mir-3679
ENSG00000265462		MIR3680-1	MIR3680	hsa-mir-3680
ENSG00000266758		MIR3680-2		hsa-mir-3680-2
ENSG00000264089		MIR3681		hsa-mir-3681
ENSG00000224184	ENSG00000224184	MIR3681HG		
ENSG00000265452		MIR3682		hsa-mir-3682
ENSG00000266287		MIR3683		hsa-mir-3683
ENSG00000265213		MIR3684		hsa-mir-3684
ENSG00000265917		MIR3685		hsa-mir-3685
ENSG00000263763		MIR3686		hsa-mir-3686
		MIR3687-1	MIR3687	hsa-mir-3687
		MIR3687-2		
ENSG00000264105	ENSG00000264105	MIR3688-1	MIR3688	hsa-mir-3688, hsa-mir-3688-1
ENSG00000283379	ENSG00000283379	MIR3688-2		hsa-mir-3688-2
ENSG00000265872		MIR3689A		hsa-mir-3689a
ENSG00000264163		MIR3689B		hsa-mir-3689b
ENSG00000264744		MIR3689C		hsa-mir-3689c
ENSG00000265848		MIR3689D1		hsa-mir-3689d-1
ENSG00000264136		MIR3689D2		hsa-mir-3689d-2
ENSG00000266827		MIR3689E		hsa-mir-3689e
ENSG00000266514		MIR3689F		hsa-mir-3689f
ENSG00000265658		MIR3690	MIR3690-2, MIR3690-1	hsa-mir-3690, hsa-mir-3690-2
		MIR3690-2		hsa-mir-3690-2
ENSG00000265083		MIR3691		hsa-mir-3691
ENSG00000266617		MIR3692		hsa-mir-3692
ENSG00000266449	ENSG00000266449	MIR3713		hsa-mir-3713
ENSG00000283885		MIR3714		hsa-mir-3714
ENSG00000265810		MIR3907		hsa-mir-3907
ENSG00000266655		MIR3908		hsa-mir-3908
ENSG00000266320		MIR3909		hsa-mir-3909
ENSG00000266855		MIR3910-1		hsa-mir-3910-1
ENSG00000283351		MIR3910-2		hsa-mir-3910-2
ENSG00000283874		MIR3911		hsa-mir-3911
ENSG00000264249		MIR3912		hsa-mir-3912
ENSG00000264405		MIR3913-1		hsa-mir-3913-1
ENSG00000283677		MIR3913-2		hsa-mir-3913-2
ENSG00000265878		MIR3914-1		hsa-mir-3914-1
ENSG00000283278		MIR3914-2		hsa-mir-3914-2
ENSG00000263600		MIR3915		hsa-mir-3915
ENSG00000283881		MIR3916		hsa-mir-3916
ENSG00000283938		MIR3917		hsa-mir-3917
ENSG00000265558		MIR3918		hsa-mir-3918
ENSG00000263634		MIR3919		hsa-mir-3919
ENSG00000263885		MIR3920		hsa-mir-3920
ENSG00000264897		MIR3921		hsa-mir-3921
ENSG00000264295		MIR3922		hsa-mir-3922
ENSG00000265193		MIR3923		hsa-mir-3923
ENSG00000264747		MIR3924		hsa-mir-3924
ENSG00000263894		MIR3925		hsa-mir-3925
ENSG00000266206		MIR3926-1		hsa-mir-3926-1
ENSG00000283523		MIR3926-2		hsa-mir-3926-2
ENSG00000263861		MIR3927		hsa-mir-3927
ENSG00000264141		MIR3928		hsa-mir-3928
ENSG00000265641		MIR3929		hsa-mir-3929
ENSG00000266509		MIR3934		hsa-mir-3934
ENSG00000265281		MIR3935		hsa-mir-3935
ENSG00000263597	ENSG00000263597	MIR3936		hsa-mir-3936
ENSG00000233006	ENSG00000233006	MIR3936HG		LOC553103, SLC22A5-AS1
ENSG00000263730		MIR3937		hsa-mir-3937
ENSG00000264013		MIR3938		hsa-mir-3938
ENSG00000265828		MIR3939		hsa-mir-3939
ENSG00000284159		MIR3940		hsa-mir-3940
ENSG00000265442		MIR3941		hsa-mir-3941
ENSG00000265102		MIR3942		hsa-mir-3942
ENSG00000264069		MIR3943		hsa-mir-3943
ENSG00000265395		MIR3944		hsa-mir-3944
ENSG00000266698		MIR3945		hsa-mir-3945
ENSG00000251230	ENSG00000251230	MIR3945HG		
ENSG00000283863		MIR3960		hsa-mir-3960
ENSG00000266634		MIR3972		hsa-mir-3972
ENSG00000263389		MIR3973		hsa-mir-3973
ENSG00000283665		MIR3974		hsa-mir-3974
ENSG00000283514		MIR3975		hsa-mir-3975
ENSG00000272380		MIR3976		hsa-mir-3976
ENSG00000261738	ENSG00000261738	MIR3976HG		LINC01469
ENSG00000283359		MIR3977		hsa-mir-3977
ENSG00000265584		MIR3978		hsa-mir-3978
ENSG00000283572		MIR4251		hsa-mir-4251
ENSG00000265392		MIR4252		hsa-mir-4252
ENSG00000264014		MIR4253		hsa-mir-4253
ENSG00000266580		MIR4254		hsa-mir-4254
ENSG00000264698		MIR4255		hsa-mir-4255
